show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5148,Movie,Shadow Protocol,Martin Scorsese,"Ana de Armas, Oscar Isaac, Ryan Gosling, Zendaya, Viola Davis",Mexico,"July 14, 2011",2011,G,78 min,"Science & Nature TV, Korean TV Shows, Music & Musicals",A comedy that brilliantly captures the chaos and joy of modern family life.
s5149,Movie,Steel Hearts,,"Viola Davis, Oscar Isaac",United Kingdom,"February 06, 2019",2019,TV-MA,119 min,Horror,"Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5150,TV Show,Lupin,Park Chan-wook,"Tom Hanks, Ryan Gosling, Idris Elba",Mexico,"January 27, 2016",2016,TV-PG,5 Seasons,"Korean TV Shows, Comedy, Horror",A detective with a troubled past investigates a series of mysterious disappearances.
s5151,TV Show,Peaky Blinders,Park Chan-wook,"Viola Davis, Ryan Gosling, Zendaya, Brad Pitt",Mexico,"February 07, 2022",2022,TV-PG,4 Seasons,"Reality TV, Crime TV Shows, Independent Movies","When secrets from the past resurface, a family must confront the truth before it destroys them."
s5152,Movie,Quantum Leap,,"Viola Davis, Natalie Portman, Cate Blanchett",Norway,"December 18, 2019",2019,NR,143 min,"Crime TV Shows, British TV Shows, Documentaries","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5153,Movie,Starfall,Guillermo del Toro,"Idris Elba, Viola Davis, Zendaya, Florence Pugh, Natalie Portman",Thailand,,2021,TV-Y7,167 min,Comedy,"Set against the backdrop of history, a love story that transcends time and borders."
s5154,Movie,Silent Storm,Kathryn Bigelow,"Florence Pugh, Anthony Mackie, Tom Hanks, Lupita Nyong'o",Turkey,"October 12, 2018",2018,TV-PG,90 min,"Sports Movies, Comedy, Science & Nature TV",A detective with a troubled past investigates a series of mysterious disappearances.
s5155,TV Show,Never Have I Ever,Steven Spielberg,"Anthony Mackie, Oscar Isaac, Leonardo DiCaprio, Lupita Nyong'o, Zendaya",Sweden,"June 04, 2022",2022,TV-G,1 Season,"Comedy, British TV Shows, Independent Movies",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5156,TV Show,Ginny & Georgia,Kathryn Bigelow,"Ana de Armas, Idris Elba, Anthony Mackie",Mexico,"May 18, 2015",2015,TV-PG,4 Seasons,"Teen TV Shows, Science & Nature TV","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5157,Movie,Ocean's Edge,Christopher Nolan,"Idris Elba, Florence Pugh",Brazil,"February 04, 2019",2019,NC-17,115 min,"Science & Nature TV, British TV Shows","Set against the backdrop of history, a love story that transcends time and borders."
s5158,TV Show,Warrior Nun,Martin Scorsese,"Brad Pitt, Zendaya, Natalie Portman, Lupita Nyong'o",Thailand,"November 03, 2021",2021,R,1 Season,Children & Family Movies,A comedy that brilliantly captures the chaos and joy of modern family life.
s5159,Movie,Paper Trail 3,David Fincher,"Ana de Armas, Cate Blanchett, Oscar Isaac, Tom Hanks, Leonardo DiCaprio",,,2011,PG,135 min,Anime Features,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5160,TV Show,Bridgerton,,"Zendaya, Brad Pitt, Meryl Streep",United States,"April 16, 2022",2022,PG,2 Seasons,"Romantic Movies, Stand-Up Comedy",Five strangers are brought together by fate in a city that never sleeps.
s5161,Movie,The Ghost Network,Jordan Peele,"Zendaya, Lupita Nyong'o, Oscar Isaac, Viola Davis",Denmark,"October 23, 2019",2019,NC-17,131 min,Korean TV Shows,"In a dystopian future, one person dares to challenge the system and ignite a revolution."
s5162,Movie,Paper Trail,Alfonso Cuarón,"Ryan Gosling, Oscar Isaac, Brad Pitt, Florence Pugh, Tom Hanks",Turkey,"April 23, 2020",2020,NR,165 min,"Comedy, Stand-Up Comedy",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5163,TV Show,Squid Game,,"Anthony Mackie, Oscar Isaac, Viola Davis, Meryl Streep",Sweden,"December 27, 2008",2008,,2 Seasons,"Romantic Movies, Music & Musicals",Five strangers are brought together by fate in a city that never sleeps.
s5164,Movie,The Redemption Arc,Jordan Peele,"Lupita Nyong'o, Viola Davis, Idris Elba, Natalie Portman, Tom Hanks",Germany,"February 11, 2018",2018,TV-Y,78 min,Thrillers,"In a dystopian future, one person dares to challenge the system and ignite a revolution."
s5165,Movie,Northern Lights,Chloe Zhao,"Viola Davis, Denzel Washington",United Kingdom,"July 21, 2020",2020,TV-G,117 min,"Children & Family Movies, Thrillers",A comedy that brilliantly captures the chaos and joy of modern family life.
s5166,Movie,Frozen in Time,David Fincher,"Oscar Isaac, Anthony Mackie, Meryl Streep",United States,"March 08, 2014",2014,TV-Y,137 min,"Drama, Thrillers",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5167,Movie,Edge of Glory 2,Kathryn Bigelow,"Cate Blanchett, Anthony Mackie, Ana de Armas",Brazil,"September 21, 2019",2019,R,100 min,"Music & Musicals, British TV Shows","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s5168,Movie,Steel Hearts,Spike Lee,"Zendaya, Ana de Armas, Denzel Washington, Natalie Portman, Idris Elba",Spain,"June 08, 2021",2021,NC-17,127 min,"Comedy, Thrillers","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s5169,Movie,Shadow Protocol,Martin Scorsese,"Denzel Washington, Cate Blanchett, Tom Hanks, Viola Davis",Australia,"August 04, 2017",2017,TV-PG,93 min,Documentaries,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s5170,Movie,Starfall 3,Christopher Nolan,"Denzel Washington, Brad Pitt, Anthony Mackie, Florence Pugh, Ana de Armas",Argentina,,2018,NR,179 min,"Korean TV Shows, International Movies",A comedy that brilliantly captures the chaos and joy of modern family life.
s5171,Movie,Glass Houses 3,Taika Waititi,"Ryan Gosling, Tom Hanks, Ana de Armas, Meryl Streep",South Korea,"March 05, 2017",2017,TV-Y,169 min,"Action & Adventure, British TV Shows","Set against the backdrop of history, a love story that transcends time and borders."
s5172,Movie,Hollow Ground,,"Lupita Nyong'o, Oscar Isaac, Florence Pugh, Meryl Streep",United Kingdom,"April 07, 2008",2008,G,88 min,"Documentaries, Stand-Up Comedy",Five strangers are brought together by fate in a city that never sleeps.
s5173,TV Show,Outer Banks,David Fincher,"Tom Hanks, Florence Pugh, Meryl Streep, Ana de Armas",United Kingdom,"July 19, 2022",2022,UR,2 Seasons,"Comedy, Teen TV Shows",A detective with a troubled past investigates a series of mysterious disappearances.
s5174,Movie,Midnight in Paris,Taika Waititi,"Lupita Nyong'o, Ryan Gosling",Philippines,"December 27, 2017",2017,R,113 min,"Sports Movies, Horror, Romantic Movies","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s5175,Movie,Code Red,Steven Spielberg,"Leonardo DiCaprio, Brad Pitt, Idris Elba, Lupita Nyong'o, Meryl Streep",Sweden,,2022,TV-G,119 min,"Music & Musicals, Independent Movies, Korean TV Shows",A detective with a troubled past investigates a series of mysterious disappearances.
s5176,Movie,Velvet Underground,,"Meryl Streep, Idris Elba",Australia,,2016,TV-Y7,170 min,Documentaries,A detective with a troubled past investigates a series of mysterious disappearances.
s5177,Movie,Ocean's Edge 2,Sofia Coppola,"Oscar Isaac, Idris Elba, Zendaya, Ana de Armas",Philippines,"September 04, 2009",2009,NC-17,96 min,Stand-Up Comedy,A detective with a troubled past investigates a series of mysterious disappearances.
s5178,Movie,The Forgotten Path 3,Ryan Coogler,"Meryl Streep, Lupita Nyong'o, Anthony Mackie, Ryan Gosling",Sweden,"September 22, 2015",2015,,77 min,Science & Nature TV,"When secrets from the past resurface, a family must confront the truth before it destroys them."
s5179,Movie,Parallel Lives,,"Lupita Nyong'o, Zendaya, Viola Davis, Meryl Streep, Denzel Washington",United Kingdom,"November 28, 2022",2022,TV-MA,87 min,"British TV Shows, Teen TV Shows, Thrillers","When secrets from the past resurface, a family must confront the truth before it destroys them."
s5180,Movie,The Last Dance,Greta Gerwig,"Viola Davis, Tom Hanks, Ana de Armas",Australia,"November 10, 2013",2013,PG-13,64 min,Music & Musicals,"When secrets from the past resurface, a family must confront the truth before it destroys them."
s5181,TV Show,Narcos,,,Thailand,"July 06, 2005",2005,TV-Y7,3 Seasons,"Anime Features, British TV Shows","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s5182,Movie,City of Lights,Ryan Coogler,"Natalie Portman, Cate Blanchett, Meryl Streep",India,"December 23, 2021",2021,G,63 min,"Sports Movies, Reality TV, Children & Family Movies",A comedy that brilliantly captures the chaos and joy of modern family life.
s5183,Movie,Raw Power,,"Cate Blanchett, Anthony Mackie, Florence Pugh",Thailand,"June 15, 2008",2008,TV-Y7,79 min,"Independent Movies, Crime TV Shows, Teen TV Shows","When secrets from the past resurface, a family must confront the truth before it destroys them."
s5184,Movie,The Phoenix Project,,"Idris Elba, Anthony Mackie",India,"February 02, 2022",2022,G,91 min,Reality TV,A detective with a troubled past investigates a series of mysterious disappearances.
s5185,Movie,Hollow Ground,Chloe Zhao,"Brad Pitt, Tom Hanks, Leonardo DiCaprio, Florence Pugh, Anthony Mackie",,"May 10, 2022",2022,TV-PG,93 min,"Sports Movies, Children & Family Movies, Action & Adventure","Set against the backdrop of history, a love story that transcends time and borders."
s5186,Movie,Frozen in Time,Ryan Coogler,"Brad Pitt, Zendaya, Viola Davis",South Korea,"December 16, 2019",2019,PG,142 min,"Stand-Up Comedy, Romantic Movies, Horror","When secrets from the past resurface, a family must confront the truth before it destroys them."
s5187,TV Show,Never Have I Ever,Alfonso Cuarón,"Tom Hanks, Florence Pugh",Australia,"June 20, 2017",2017,TV-14,3 Seasons,"Sports Movies, Stand-Up Comedy, Action & Adventure",A detective with a troubled past investigates a series of mysterious disappearances.
s5188,Movie,Velvet Underground,Denis Villeneuve,"Tom Hanks, Ana de Armas",Canada,"October 24, 2011",2011,,78 min,"Romantic Movies, Crime TV Shows, British TV Shows","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5189,TV Show,Emily in Paris,,"Natalie Portman, Brad Pitt, Idris Elba, Anthony Mackie",Sweden,,2020,TV-G,4 Seasons,"Stand-Up Comedy, International Movies, Crime TV Shows","When secrets from the past resurface, a family must confront the truth before it destroys them."
s5190,Movie,The Silent House,Greta Gerwig,"Oscar Isaac, Lupita Nyong'o, Ana de Armas, Zendaya",Canada,,2021,G,154 min,Sports Movies,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5191,Movie,Desert Rain,Bong Joon-ho,"Denzel Washington, Oscar Isaac, Lupita Nyong'o, Viola Davis",Norway,"July 24, 2017",2017,TV-MA,91 min,"Crime TV Shows, Stand-Up Comedy",A comedy that brilliantly captures the chaos and joy of modern family life.
s5192,Movie,City of Lights 2,,"Zendaya, Cate Blanchett, Brad Pitt",Philippines,"October 22, 2018",2018,R,168 min,"Sports Movies, Children & Family Movies, Anime Features",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5193,Movie,The Ghost Network,Spike Lee,"Zendaya, Ana de Armas, Anthony Mackie",South Korea,"December 26, 2016",2016,G,145 min,Teen TV Shows,A detective with a troubled past investigates a series of mysterious disappearances.
s5194,Movie,Echoes of Tomorrow,Taika Waititi,"Meryl Streep, Florence Pugh",Argentina,"August 27, 2014",2014,TV-MA,68 min,"Romantic Movies, Stand-Up Comedy","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5195,TV Show,Squid Game,Wes Anderson,"Denzel Washington, Florence Pugh",Mexico,,2018,TV-G,1 Season,"International Movies, Children & Family Movies","Set against the backdrop of history, a love story that transcends time and borders."
s5196,TV Show,Ginny & Georgia,,"Florence Pugh, Brad Pitt, Anthony Mackie",Spain,"October 21, 2019",2019,G,6 Seasons,"Sports Movies, Action & Adventure, Stand-Up Comedy",A comedy that brilliantly captures the chaos and joy of modern family life.
s5197,TV Show,Mindhunter,,"Anthony Mackie, Zendaya",Spain,,2015,PG-13,3 Seasons,Korean TV Shows,"Set against the backdrop of history, a love story that transcends time and borders."
s5198,TV Show,Outer Banks,,"Ana de Armas, Anthony Mackie, Cate Blanchett",Argentina,"December 28, 2006",2006,TV-Y,4 Seasons,"Horror, Anime Features, Teen TV Shows",A detective with a troubled past investigates a series of mysterious disappearances.
s5199,Movie,The Forgotten Path,,"Natalie Portman, Anthony Mackie, Oscar Isaac",,"January 26, 2013",2013,G,139 min,"Independent Movies, British TV Shows","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5200,TV Show,The Umbrella Academy,Martin Scorsese,"Ana de Armas, Meryl Streep",Mexico,"April 02, 2012",2012,TV-Y7,6 Seasons,Romantic Movies,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s5201,Movie,Northern Lights,Ava DuVernay,"Ryan Gosling, Meryl Streep, Viola Davis",France,"April 16, 2020",2020,PG,73 min,"Drama, Documentaries",A detective with a troubled past investigates a series of mysterious disappearances.
s5202,Movie,Dark Waters,Steven Spielberg,"Ana de Armas, Florence Pugh, Idris Elba, Natalie Portman",France,"March 13, 2009",2009,NR,116 min,Documentaries,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s5203,Movie,City of Lights,Chloe Zhao,"Tom Hanks, Viola Davis",Denmark,"May 14, 2016",2016,UR,142 min,"Children & Family Movies, Sports Movies, International Movies","When secrets from the past resurface, a family must confront the truth before it destroys them."
s5204,Movie,Quantum Leap,,"Brad Pitt, Viola Davis",France,"June 20, 2018",2018,TV-G,161 min,Crime TV Shows,A detective with a troubled past investigates a series of mysterious disappearances.
s5205,Movie,Fire & Ice,Spike Lee,"Meryl Streep, Ryan Gosling, Zendaya, Brad Pitt",South Korea,"February 23, 2020",2020,,64 min,"Horror, Korean TV Shows, Anime Features",Five strangers are brought together by fate in a city that never sleeps.
s5206,TV Show,Better Call Saul,Park Chan-wook,"Viola Davis, Zendaya",Japan,"May 20, 2014",2014,NC-17,2 Seasons,"Music & Musicals, Crime TV Shows, Science & Nature TV","When secrets from the past resurface, a family must confront the truth before it destroys them."
s5207,TV Show,Cobra Kai,,"Cate Blanchett, Idris Elba, Anthony Mackie, Oscar Isaac, Denzel Washington",South Korea,"May 12, 2022",2022,TV-PG,3 Seasons,"Action & Adventure, Crime TV Shows",A comedy that brilliantly captures the chaos and joy of modern family life.
s5208,TV Show,The Haunting of Hill House,Denis Villeneuve,"Denzel Washington, Ryan Gosling",Turkey,"April 02, 2019",2019,G,5 Seasons,"British TV Shows, International Movies","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s5209,TV Show,Ozark,Ryan Coogler,"Zendaya, Tom Hanks",India,,2021,NC-17,4 Seasons,"Korean TV Shows, Independent Movies","Based on true events, this documentary exposes the hidden world behind the headlines."
s5210,Movie,Raw Power,,"Lupita Nyong'o, Ryan Gosling, Ana de Armas, Florence Pugh, Meryl Streep",Mexico,"May 15, 2022",2022,G,134 min,Music & Musicals,"Love, loss, and redemption collide in this emotionally charged journey across three continents."
s5211,Movie,Edge of Glory 4,,"Lupita Nyong'o, Oscar Isaac, Florence Pugh",,"August 16, 2021",2021,G,61 min,"Music & Musicals, Documentaries, Drama","Set against the backdrop of history, a love story that transcends time and borders."
s5212,TV Show,Black Mirror,Martin Scorsese,"Natalie Portman, Ana de Armas, Lupita Nyong'o, Ryan Gosling, Zendaya",,"February 19, 2020",2020,G,7 Seasons,"Crime TV Shows, Documentaries, Children & Family Movies",A detective with a troubled past investigates a series of mysterious disappearances.
