show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,added_year,added_month,added_month_name,duration_minutes,duration_seasons,genre_count,primary_genre,content_age_years,content_age_group,audience_segment
s5155,TV Show,Never Have I Ever,Steven Spielberg,"Anthony Mackie, Oscar Isaac, Leonardo DiCaprio, Lupita Nyong'o, Zendaya",Sweden,"June 04, 2022",2022,TV-G,1 Season,"Comedy, British TV Shows, Independent Movies",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2022,6,Jun,,1,3,Comedy,1,Very Recent (0-2y),Family
s5156,TV Show,Ginny & Georgia,Kathryn Bigelow,"Ana de Armas, Idris Elba, Anthony Mackie",Mexico,"May 18, 2015",2015,TV-PG,4 Seasons,"Teen TV Shows, Science & Nature TV","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2015,5,May,,4,2,Teen TV Shows,8,Moderate (6-10y),Family
s5157,Movie,Ocean's Edge,Christopher Nolan,"Idris Elba, Florence Pugh",Brazil,"February 04, 2019",2019,NC-17,115 min,"Science & Nature TV, British TV Shows","Set against the backdrop of history, a love story that transcends time and borders.",2019,2,Feb,115,,2,Science & Nature TV,4,Recent (3-5y),Adults
s5158,TV Show,Warrior Nun,Martin Scorsese,"Brad Pitt, Zendaya, Natalie Portman, Lupita Nyong'o",Thailand,"November 03, 2021",2021,R,1 Season,Children & Family Movies,A comedy that brilliantly captures the chaos and joy of modern family life.,2021,11,Nov,,1,1,Children & Family Movies,2,Very Recent (0-2y),Adults
s5159,Movie,Paper Trail 3,David Fincher,"Ana de Armas, Cate Blanchett, Oscar Isaac, Tom Hanks, Leonardo DiCaprio",Unknown,Not Available,2011,PG,135 min,Anime Features,An unlikely hero rises to face an impossible challenge in this action-packed adventure.,,,,135,,1,Anime Features,12,Classic (11-20y),Family
s5160,TV Show,Bridgerton,Unknown,"Zendaya, Brad Pitt, Meryl Streep",United States,"April 16, 2022",2022,PG,2 Seasons,"Romantic Movies, Stand-Up Comedy",Five strangers are brought together by fate in a city that never sleeps.,2022,4,Apr,,2,2,Romantic Movies,1,Very Recent (0-2y),Family
s5161,Movie,The Ghost Network,Jordan Peele,"Zendaya, Lupita Nyong'o, Oscar Isaac, Viola Davis",Denmark,"October 23, 2019",2019,NC-17,131 min,Korean TV Shows,"In a dystopian future, one person dares to challenge the system and ignite a revolution.",2019,10,Oct,131,,1,Korean TV Shows,4,Recent (3-5y),Adults
s5162,Movie,Paper Trail,Alfonso Cuarón,"Ryan Gosling, Oscar Isaac, Brad Pitt, Florence Pugh, Tom Hanks",Turkey,"April 23, 2020",2020,NR,165 min,"Comedy, Stand-Up Comedy",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2020,4,Apr,165,,2,Comedy,3,Recent (3-5y),Unrated
s5163,TV Show,Squid Game,Unknown,"Anthony Mackie, Oscar Isaac, Viola Davis, Meryl Streep",Sweden,"December 27, 2008",2008,PG-13,2 Seasons,"Romantic Movies, Music & Musicals",Five strangers are brought together by fate in a city that never sleeps.,2008,12,Dec,,2,2,Romantic Movies,15,Classic (11-20y),Teens
s5164,Movie,The Redemption Arc,Jordan Peele,"Lupita Nyong'o, Viola Davis, Idris Elba, Natalie Portman, Tom Hanks",Germany,"February 11, 2018",2018,TV-Y,78 min,Thrillers,"In a dystopian future, one person dares to challenge the system and ignite a revolution.",2018,2,Feb,78,,1,Thrillers,5,Recent (3-5y),Kids
s5165,Movie,Northern Lights,Chloe Zhao,"Viola Davis, Denzel Washington",United Kingdom,"July 21, 2020",2020,TV-G,117 min,"Children & Family Movies, Thrillers",A comedy that brilliantly captures the chaos and joy of modern family life.,2020,7,Jul,117,,2,Children & Family Movies,3,Recent (3-5y),Family
s5166,Movie,Frozen in Time,David Fincher,"Oscar Isaac, Anthony Mackie, Meryl Streep",United States,"March 08, 2014",2014,TV-Y,137 min,"Drama, Thrillers",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2014,3,Mar,137,,2,Drama,9,Moderate (6-10y),Kids
s5167,Movie,Edge of Glory 2,Kathryn Bigelow,"Cate Blanchett, Anthony Mackie, Ana de Armas",Brazil,"September 21, 2019",2019,R,100 min,"Music & Musicals, British TV Shows","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2019,9,Sep,100,,2,Music & Musicals,4,Recent (3-5y),Adults
s5168,Movie,Steel Hearts,Spike Lee,"Zendaya, Ana de Armas, Denzel Washington, Natalie Portman, Idris Elba",Spain,"June 08, 2021",2021,NC-17,127 min,"Comedy, Thrillers","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2021,6,Jun,127,,2,Comedy,2,Very Recent (0-2y),Adults
s5169,Movie,Shadow Protocol,Martin Scorsese,"Denzel Washington, Cate Blanchett, Tom Hanks, Viola Davis",Australia,"August 04, 2017",2017,TV-PG,93 min,Documentaries,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2017,8,Aug,93,,1,Documentaries,6,Moderate (6-10y),Family
s5170,Movie,Starfall 3,Christopher Nolan,"Denzel Washington, Brad Pitt, Anthony Mackie, Florence Pugh, Ana de Armas",Argentina,Not Available,2018,NR,179 min,"Korean TV Shows, International Movies",A comedy that brilliantly captures the chaos and joy of modern family life.,,,,179,,2,Korean TV Shows,5,Recent (3-5y),Unrated
s5171,Movie,Glass Houses 3,Taika Waititi,"Ryan Gosling, Tom Hanks, Ana de Armas, Meryl Streep",South Korea,"March 05, 2017",2017,TV-Y,169 min,"Action & Adventure, British TV Shows","Set against the backdrop of history, a love story that transcends time and borders.",2017,3,Mar,169,,2,Action & Adventure,6,Moderate (6-10y),Kids
s5172,Movie,Hollow Ground,Unknown,"Lupita Nyong'o, Oscar Isaac, Florence Pugh, Meryl Streep",United Kingdom,"April 07, 2008",2008,G,88 min,"Documentaries, Stand-Up Comedy",Five strangers are brought together by fate in a city that never sleeps.,2008,4,Apr,88,,2,Documentaries,15,Classic (11-20y),Kids
s5173,TV Show,Outer Banks,David Fincher,"Tom Hanks, Florence Pugh, Meryl Streep, Ana de Armas",United Kingdom,"July 19, 2022",2022,UR,2 Seasons,"Comedy, Teen TV Shows",A detective with a troubled past investigates a series of mysterious disappearances.,2022,7,Jul,,2,2,Comedy,1,Very Recent (0-2y),Unrated
s5174,Movie,Midnight in Paris,Taika Waititi,"Lupita Nyong'o, Ryan Gosling",Philippines,"December 27, 2017",2017,R,113 min,"Sports Movies, Horror, Romantic Movies","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2017,12,Dec,113,,3,Sports Movies,6,Moderate (6-10y),Adults
s5175,Movie,Code Red,Steven Spielberg,"Leonardo DiCaprio, Brad Pitt, Idris Elba, Lupita Nyong'o, Meryl Streep",Sweden,Not Available,2022,TV-G,119 min,"Music & Musicals, Independent Movies, Korean TV Shows",A detective with a troubled past investigates a series of mysterious disappearances.,,,,119,,3,Music & Musicals,1,Very Recent (0-2y),Family
s5176,Movie,Velvet Underground,Unknown,"Meryl Streep, Idris Elba",Australia,Not Available,2016,TV-Y7,170 min,Documentaries,A detective with a troubled past investigates a series of mysterious disappearances.,,,,170,,1,Documentaries,7,Moderate (6-10y),Kids
s5177,Movie,Ocean's Edge 2,Sofia Coppola,"Oscar Isaac, Idris Elba, Zendaya, Ana de Armas",Philippines,"September 04, 2009",2009,NC-17,96 min,Stand-Up Comedy,A detective with a troubled past investigates a series of mysterious disappearances.,2009,9,Sep,96,,1,Stand-Up Comedy,14,Classic (11-20y),Adults
s5178,Movie,The Forgotten Path 3,Ryan Coogler,"Meryl Streep, Lupita Nyong'o, Anthony Mackie, Ryan Gosling",Sweden,"September 22, 2015",2015,PG-13,77 min,Science & Nature TV,"When secrets from the past resurface, a family must confront the truth before it destroys them.",2015,9,Sep,77,,1,Science & Nature TV,8,Moderate (6-10y),Teens
s5179,Movie,Parallel Lives,Unknown,"Lupita Nyong'o, Zendaya, Viola Davis, Meryl Streep, Denzel Washington",United Kingdom,"November 28, 2022",2022,TV-MA,87 min,"British TV Shows, Teen TV Shows, Thrillers","When secrets from the past resurface, a family must confront the truth before it destroys them.",2022,11,Nov,87,,3,British TV Shows,1,Very Recent (0-2y),Adults
s5180,Movie,The Last Dance,Greta Gerwig,"Viola Davis, Tom Hanks, Ana de Armas",Australia,"November 10, 2013",2013,PG-13,64 min,Music & Musicals,"When secrets from the past resurface, a family must confront the truth before it destroys them.",2013,11,Nov,64,,1,Music & Musicals,10,Moderate (6-10y),Teens
s5181,TV Show,Narcos,Unknown,Unknown,Thailand,"July 06, 2005",2005,TV-Y7,3 Seasons,"Anime Features, British TV Shows","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2005,7,Jul,,3,2,Anime Features,18,Classic (11-20y),Kids
s5182,Movie,City of Lights,Ryan Coogler,"Natalie Portman, Cate Blanchett, Meryl Streep",India,"December 23, 2021",2021,G,63 min,"Sports Movies, Reality TV, Children & Family Movies",A comedy that brilliantly captures the chaos and joy of modern family life.,2021,12,Dec,63,,3,Sports Movies,2,Very Recent (0-2y),Kids
s5183,Movie,Raw Power,Unknown,"Cate Blanchett, Anthony Mackie, Florence Pugh",Thailand,"June 15, 2008",2008,TV-Y7,79 min,"Independent Movies, Crime TV Shows, Teen TV Shows","When secrets from the past resurface, a family must confront the truth before it destroys them.",2008,6,Jun,79,,3,Independent Movies,15,Classic (11-20y),Kids
s5184,Movie,The Phoenix Project,Unknown,"Idris Elba, Anthony Mackie",India,"February 02, 2022",2022,G,91 min,Reality TV,A detective with a troubled past investigates a series of mysterious disappearances.,2022,2,Feb,91,,1,Reality TV,1,Very Recent (0-2y),Kids
s5185,Movie,Hollow Ground,Chloe Zhao,"Brad Pitt, Tom Hanks, Leonardo DiCaprio, Florence Pugh, Anthony Mackie",Unknown,"May 10, 2022",2022,TV-PG,93 min,"Sports Movies, Children & Family Movies, Action & Adventure","Set against the backdrop of history, a love story that transcends time and borders.",2022,5,May,93,,3,Sports Movies,1,Very Recent (0-2y),Family
s5186,Movie,Frozen in Time,Ryan Coogler,"Brad Pitt, Zendaya, Viola Davis",South Korea,"December 16, 2019",2019,PG,142 min,"Stand-Up Comedy, Romantic Movies, Horror","When secrets from the past resurface, a family must confront the truth before it destroys them.",2019,12,Dec,142,,3,Stand-Up Comedy,4,Recent (3-5y),Family
s5187,TV Show,Never Have I Ever,Alfonso Cuarón,"Tom Hanks, Florence Pugh",Australia,"June 20, 2017",2017,TV-14,3 Seasons,"Sports Movies, Stand-Up Comedy, Action & Adventure",A detective with a troubled past investigates a series of mysterious disappearances.,2017,6,Jun,,3,3,Sports Movies,6,Moderate (6-10y),Teens
s5188,Movie,Velvet Underground,Denis Villeneuve,"Tom Hanks, Ana de Armas",Canada,"October 24, 2011",2011,PG-13,78 min,"Romantic Movies, Crime TV Shows, British TV Shows","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2011,10,Oct,78,,3,Romantic Movies,12,Classic (11-20y),Teens
s5189,TV Show,Emily in Paris,Unknown,"Natalie Portman, Brad Pitt, Idris Elba, Anthony Mackie",Sweden,Not Available,2020,TV-G,4 Seasons,"Stand-Up Comedy, International Movies, Crime TV Shows","When secrets from the past resurface, a family must confront the truth before it destroys them.",,,,,4,3,Stand-Up Comedy,3,Recent (3-5y),Family
s5190,Movie,The Silent House,Greta Gerwig,"Oscar Isaac, Lupita Nyong'o, Ana de Armas, Zendaya",Canada,Not Available,2021,G,154 min,Sports Movies,An unlikely hero rises to face an impossible challenge in this action-packed adventure.,,,,154,,1,Sports Movies,2,Very Recent (0-2y),Kids
s5191,Movie,Desert Rain,Bong Joon-ho,"Denzel Washington, Oscar Isaac, Lupita Nyong'o, Viola Davis",Norway,"July 24, 2017",2017,TV-MA,91 min,"Crime TV Shows, Stand-Up Comedy",A comedy that brilliantly captures the chaos and joy of modern family life.,2017,7,Jul,91,,2,Crime TV Shows,6,Moderate (6-10y),Adults
s5192,Movie,City of Lights 2,Unknown,"Zendaya, Cate Blanchett, Brad Pitt",Philippines,"October 22, 2018",2018,R,168 min,"Sports Movies, Children & Family Movies, Anime Features",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2018,10,Oct,168,,3,Sports Movies,5,Recent (3-5y),Adults
s5193,Movie,The Ghost Network,Spike Lee,"Zendaya, Ana de Armas, Anthony Mackie",South Korea,"December 26, 2016",2016,G,145 min,Teen TV Shows,A detective with a troubled past investigates a series of mysterious disappearances.,2016,12,Dec,145,,1,Teen TV Shows,7,Moderate (6-10y),Kids
s5194,Movie,Echoes of Tomorrow,Taika Waititi,"Meryl Streep, Florence Pugh",Argentina,"August 27, 2014",2014,TV-MA,68 min,"Romantic Movies, Stand-Up Comedy","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2014,8,Aug,68,,2,Romantic Movies,9,Moderate (6-10y),Adults
s5195,TV Show,Squid Game,Wes Anderson,"Denzel Washington, Florence Pugh",Mexico,Not Available,2018,TV-G,1 Season,"International Movies, Children & Family Movies","Set against the backdrop of history, a love story that transcends time and borders.",,,,,1,2,International Movies,5,Recent (3-5y),Family
s5196,TV Show,Ginny & Georgia,Unknown,"Florence Pugh, Brad Pitt, Anthony Mackie",Spain,"October 21, 2019",2019,G,6 Seasons,"Sports Movies, Action & Adventure, Stand-Up Comedy",A comedy that brilliantly captures the chaos and joy of modern family life.,2019,10,Oct,,6,3,Sports Movies,4,Recent (3-5y),Kids
s5197,TV Show,Mindhunter,Unknown,"Anthony Mackie, Zendaya",Spain,Not Available,2015,PG-13,3 Seasons,Korean TV Shows,"Set against the backdrop of history, a love story that transcends time and borders.",,,,,3,1,Korean TV Shows,8,Moderate (6-10y),Teens
s5198,TV Show,Outer Banks,Unknown,"Ana de Armas, Anthony Mackie, Cate Blanchett",Argentina,"December 28, 2006",2006,TV-Y,4 Seasons,"Horror, Anime Features, Teen TV Shows",A detective with a troubled past investigates a series of mysterious disappearances.,2006,12,Dec,,4,3,Horror,17,Classic (11-20y),Kids
s5199,Movie,The Forgotten Path,Unknown,"Natalie Portman, Anthony Mackie, Oscar Isaac",Unknown,"January 26, 2013",2013,G,139 min,"Independent Movies, British TV Shows","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2013,1,Jan,139,,2,Independent Movies,10,Moderate (6-10y),Kids
s5200,TV Show,The Umbrella Academy,Martin Scorsese,"Ana de Armas, Meryl Streep",Mexico,"April 02, 2012",2012,TV-Y7,6 Seasons,Romantic Movies,An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2012,4,Apr,,6,1,Romantic Movies,11,Classic (11-20y),Kids
s5201,Movie,Northern Lights,Ava DuVernay,"Ryan Gosling, Meryl Streep, Viola Davis",France,"April 16, 2020",2020,PG,73 min,"Drama, Documentaries",A detective with a troubled past investigates a series of mysterious disappearances.,2020,4,Apr,73,,2,Drama,3,Recent (3-5y),Family
s5202,Movie,Dark Waters,Steven Spielberg,"Ana de Armas, Florence Pugh, Idris Elba, Natalie Portman",France,"March 13, 2009",2009,NR,116 min,Documentaries,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2009,3,Mar,116,,1,Documentaries,14,Classic (11-20y),Unrated
s5203,Movie,City of Lights,Chloe Zhao,"Tom Hanks, Viola Davis",Denmark,"May 14, 2016",2016,UR,142 min,"Children & Family Movies, Sports Movies, International Movies","When secrets from the past resurface, a family must confront the truth before it destroys them.",2016,5,May,142,,3,Children & Family Movies,7,Moderate (6-10y),Unrated
s5204,Movie,Quantum Leap,Unknown,"Brad Pitt, Viola Davis",France,"June 20, 2018",2018,TV-G,161 min,Crime TV Shows,A detective with a troubled past investigates a series of mysterious disappearances.,2018,6,Jun,161,,1,Crime TV Shows,5,Recent (3-5y),Family
s5205,Movie,Fire & Ice,Spike Lee,"Meryl Streep, Ryan Gosling, Zendaya, Brad Pitt",South Korea,"February 23, 2020",2020,PG-13,64 min,"Horror, Korean TV Shows, Anime Features",Five strangers are brought together by fate in a city that never sleeps.,2020,2,Feb,64,,3,Horror,3,Recent (3-5y),Teens
s5206,TV Show,Better Call Saul,Park Chan-wook,"Viola Davis, Zendaya",Japan,"May 20, 2014",2014,NC-17,2 Seasons,"Music & Musicals, Crime TV Shows, Science & Nature TV","When secrets from the past resurface, a family must confront the truth before it destroys them.",2014,5,May,,2,3,Music & Musicals,9,Moderate (6-10y),Adults
s5207,TV Show,Cobra Kai,Unknown,"Cate Blanchett, Idris Elba, Anthony Mackie, Oscar Isaac, Denzel Washington",South Korea,"May 12, 2022",2022,TV-PG,3 Seasons,"Action & Adventure, Crime TV Shows",A comedy that brilliantly captures the chaos and joy of modern family life.,2022,5,May,,3,2,Action & Adventure,1,Very Recent (0-2y),Family
s5208,TV Show,The Haunting of Hill House,Denis Villeneuve,"Denzel Washington, Ryan Gosling",Turkey,"April 02, 2019",2019,G,5 Seasons,"British TV Shows, International Movies","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2019,4,Apr,,5,2,British TV Shows,4,Recent (3-5y),Kids
s5209,TV Show,Ozark,Ryan Coogler,"Zendaya, Tom Hanks",India,Not Available,2021,NC-17,4 Seasons,"Korean TV Shows, Independent Movies","Based on true events, this documentary exposes the hidden world behind the headlines.",,,,,4,2,Korean TV Shows,2,Very Recent (0-2y),Adults
s5210,Movie,Raw Power,Unknown,"Lupita Nyong'o, Ryan Gosling, Ana de Armas, Florence Pugh, Meryl Streep",Mexico,"May 15, 2022",2022,G,134 min,Music & Musicals,"Love, loss, and redemption collide in this emotionally charged journey across three continents.",2022,5,May,134,,1,Music & Musicals,1,Very Recent (0-2y),Kids
s5211,Movie,Edge of Glory 4,Unknown,"Lupita Nyong'o, Oscar Isaac, Florence Pugh",Unknown,"August 16, 2021",2021,G,61 min,"Music & Musicals, Documentaries, Drama","Set against the backdrop of history, a love story that transcends time and borders.",2021,8,Aug,61,,3,Music & Musicals,2,Very Recent (0-2y),Kids
s5212,TV Show,Black Mirror,Martin Scorsese,"Natalie Portman, Ana de Armas, Lupita Nyong'o, Ryan Gosling, Zendaya",Unknown,"February 19, 2020",2020,G,7 Seasons,"Crime TV Shows, Documentaries, Children & Family Movies",A detective with a troubled past investigates a series of mysterious disappearances.,2020,2,Feb,,7,3,Crime TV Shows,3,Recent (3-5y),Kids
